year,ku,kun,status,name,party,party_code,previous,wl,voteshare,age,nocand,rank,vote,eligible,turnout,exp
2005,tokyo,19,1,"SUEMATSU, YOSHINORI",DPJ,3,4,2,44.5,48,3,2,133180,449209,67.9,4263401
2005,tokyo,19,0,"SHIMIZU, AKIO",JCP,2,0,0,9.3,54,3,3,27811,449209,67.9,1347174
2005,tokyo,20,0,"KIHARA, SEIJI",LDP,1,1,1,44.5,35,3,1,112634,388041,67,11218578
2005,tokyo,20,1,"KATO, KOICHIB",DPJ,3,3,2,42.7,41,3,2,107916,388041,67,5457690
2005,tokyo,20,0,"IKEDA, MARIKO",JCP,2,0,0,12.8,50,3,3,32299,388041,67,4077580
2005,tokyo,21,0,"OGAWA, YUICHI",LDP,1,1,1,46.1,59,4,1,109310,366405,66.1,5217508
2005,tokyo,21,1,"NAGASHIMA, AKIHISA",DPJ,3,2,2,41.6,43,4,2,98749,366405,66.1,11026161
2005,tokyo,21,0,"TAGAWA, YUTAKA",JCP,2,0,0,10.7,36,4,3,25484,366405,66.1,6664552
2005,tokyo,21,0,"SOGO, YUTAKA",independent,99,0,0,1.6,62,4,4,3739,366405,66.1,2335250
2005,tokyo,22,1,"ITO, TATSUYA",LDP,1,5,1,52.1,44,4,1,150404,442182,66.3,12070687
2005,tokyo,22,1,"YAMAHANA, IKUO",DPJ,3,2,0,37.2,38,4,2,107417,442182,66.3,7571301
2005,tokyo,22,0,"WAKABAYASHI, YOSHIHARU",JCP,2,0,0,9.8,55,4,3,28356,442182,66.3,5861115
2005,tokyo,22,0,"YAMASHITA, BANBA",independent,99,0,0,0.9,25,4,4,2483,442182,66.3,228176
2005,tokyo,23,1,"ITO, KOSUKE",LDP,1,9,1,54.7,63,3,1,162351,445766,68,20874601
2005,tokyo,23,1,"ISHIGE, EIKO",DPJ,3,3,0,36.1,67,3,2,107136,445766,68,4867368
2005,tokyo,23,0,"MUROYA, TOMOHIDE",JCP,2,0,0,9.2,56,3,3,27232,445766,68,3219264
2005,tokyo,24,1,"HAGIUDA, KOICHI",LDP,1,2,1,53.2,42,3,1,150552,434174,66.8,13468937
2005,tokyo,24,1,"AKUTSU, YUKIHIKO",DPJ,3,2,0,37.6,49,3,2,106459,434174,66.8,9378973
2005,tokyo,24,0,"HASEGAWA, AKIRA",JCP,2,0,0,9.3,33,3,3,26233,434174,66.8,6497347
2005,tokyo,25,1,"INOUE, SHINJI",LDP,1,2,1,57,35,3,1,113800,316984,64.4,11815578
2005,tokyo,25,1,"SHIMADA, HISASHI",DPJ,3,1,0,33,70,3,2,66008,316984,64.4,8757729
2005,tokyo,25,0,"SUZUKI, TAKUYA",JCP,2,0,0,10,35,3,3,19954,316984,64.4,3183316
2005,tottori,1,1,"ISHIBA, SHIGERU",LDP,1,7,1,59.2,48,4,1,106805,261387,70.9,9191389
2005,tottori,1,0,"HAYAKAWA, SHUSAKU",DPJ,3,0,0,26.7,28,4,2,48092,261387,70.9,8647420
2005,tottori,1,0,"TANAKA, KIYOICHI",SDP,9,0,0,7.9,52,4,3,14271,261387,70.9,4345762
2005,tottori,1,0,"TSUKADA, NARUYUKI",JCP,2,0,0,6.2,41,4,4,11105,261387,70.9,898891
2005,tottori,2,0,"AKAZAWA, RYOSEI",LDP,1,0,1,37.4,44,4,1,64132,231663,75.1,13419101
2005,tottori,2,1,"KAWAKAMI, YOSHIHIRO",independent,99,1,0,34.4,54,4,2,58909,231663,75.1,6903900
2005,tottori,2,1,"YAMAUCHI, OSAMU",DPJ,3,2,0,24.2,50,4,3,41533,231663,75.1,10934629
2005,tottori,2,0,"SUMI, SETSUO",JCP,2,0,0,3.9,60,4,4,6711,231663,75.1,832096
2005,toyama,1,1,"NAGASE, JINEN",LDP,1,6,1,52.3,61,3,1,88840,262528,65.8,21679908
2005,toyama,1,1,"MURAI, MUNEAKI",DPJ,3,2,2,41.8,32,3,2,71072,262528,65.8,9758624
2005,toyama,1,0,"YAMADA, TETSUO",JCP,2,0,0,5.8,57,3,3,9919,262528,65.8,2234279
2005,toyama,2,1,"MIYAKOSHI, MITSUHIRO",LDP,1,4,1,57.5,54,4,1,101830,258196,70,20630582
2005,toyama,2,0,"NISHIO, MASAEI",DPJ,3,0,0,30.9,44,4,2,54701,258196,70,8445030
2005,toyama,2,0,"AKIHARA, NOBUYUKI",SDP,9,0,0,7.5,64,4,3,13272,258196,70,4505766
2005,toyama,2,0,"HIRASAKI, ISAO",JCP,2,0,0,4.1,49,4,4,7320,258196,70,1389012
2005,toyama,3,1,"WATANUKI, TAMISUKE",kokumin,29,13,1,41.3,78,5,1,120083,390928,75.5,16821310
2005,toyama,3,1,"HAGIYAMA, KYOGON",LDP,1,6,2,34.6,73,5,2,100586,390928,75.5,14373095
2005,toyama,3,0,"MUKAI, EIJI",DPJ,3,0,0,16.4,59,5,3,47735,390928,75.5,14857140
2005,toyama,3,0,"KUBOTA, MASATO",SDP,9,0,0,5.2,58,5,4,15163,390928,75.5,6515568
2005,toyama,3,0,"SAKAMOTO, HIROSHIB",JCP,2,0,0,2.5,35,5,5,7244,390928,75.5,1628762
2005,wakayama,1,1,"TANIMOTO, TATSUYA",LDP,1,3,1,51,38,3,1,100868,314432,64.5,16007343
2005,wakayama,1,0,"KISHIMOTO, SHUHEI",DPJ,3,0,0,39.7,49,3,2,78621,314432,64.5,19412954
2005,wakayama,1,0,"SHIMOKADO, TSUTOMU",JCP,2,0,0,9.3,52,3,3,18418,314432,64.5,1923230
2005,wakayama,2,1,"ISHIDA, MASATOSHI",LDP,1,3,1,54.1,53,3,1,88915,236185,71.3,12514109
2005,wakayama,2,1,"KISHIMOTO, TAKESHI",DPJ,3,1,0,38,35,3,2,62499,236185,71.3,15475998
2005,wakayama,2,0,"SHIMOMURA, MASAHIRO",JCP,2,0,0,7.9,50,3,3,13027,236185,71.3,891541
2005,wakayama,3,1,"NIKAI, TOSHIHIRO",LDP,1,8,1,66.4,66,3,1,145735,312730,72.5,7669949
2005,wakayama,3,0,"MANABE, TERUSHIGE",DPJ,3,0,0,24.4,34,3,2,53532,312730,72.5,3488775
2005,wakayama,3,0,"UEDA, MINORUB",JCP,2,0,0,9.2,58,3,3,20140,312730,72.5,2115403
2005,yamagata,1,1,"ENDO, TOSHIAKI",LDP,1,3,1,56.4,55,3,1,125774,305878,73.8,10866660
2005,yamagata,1,1,"KANO, MICHIHIKO",DPJ,3,10,0,38.9,63,3,2,86755,305878,73.8,12735561
2005,yamagata,1,0,"ISHIKAWA, SHO",JCP,2,0,0,4.7,31,3,3,10536,305878,73.8,2332658
2005,yamagata,2,1,"ENDO, TAKEHIKO",LDP,1,5,1,54.8,66,2,1,142342,351420,75.4,13977791
2005,yamagata,2,1,"KONDO, YOSUKE",DPJ,3,2,2,45.2,40,2,2,117211,351420,75.4,17570225
2005,yamagata,3,1,"KATO, KOICHIA",LDP,1,12,1,69.6,66,3,1,159486,327511,72.2,8531367
2005,yamagata,3,0,"ITO, ONOICHI",SDP,9,0,0,21.4,58,3,2,49057,327511,72.2,7605932
2005,yamagata,3,0,"SATO, MASAYUKIA",JCP,2,0,0,9,32,3,3,20657,327511,72.2,1958548
2005,yamaguchi,1,1,"KOMURA, MASAHIKO",LDP,1,9,1,63.8,63,3,1,148912,358225,67.1,15325681
2005,yamaguchi,1,0,"KITAZUMI, YOSHIYUKI",DPJ,3,0,0,27.6,42,3,2,64309,358225,67.1,5800151
2005,yamaguchi,1,0,"MIMURA, MACHIYO",JCP,2,0,0,8.6,59,3,3,20059,358225,67.1,1045905
2005,yamaguchi,2,0,"FUKUDA, YOSHIHIKO",LDP,1,0,1,47.1,35,3,1,104322,311203,72.5,7427218
2005,yamaguchi,2,1,"HIRAOKA, HIDEO",DPJ,3,3,2,46.8,51,3,2,103734,311203,72.5,11290025
2005,yamaguchi,2,0,"YAMANAKA, RYOJI",JCP,2,0,0,6.1,46,3,3,13499,311203,72.5,1078060
2005,yamaguchi,3,1,"KAWAMURA, TAKEO",LDP,1,6,1,62.2,62,3,1,118412,285401,68,17515532
2005,yamaguchi,3,0,"MIURA, NOBORU",DPJ,3,0,0,29.3,35,3,2,55815,285401,68,7081527
2005,yamaguchi,3,0,"GOTO, HIROSHI",JCP,2,0,0,8.5,49,3,3,16124,285401,68,855800
2005,yamaguchi,4,1,"ABE, SHINZO",LDP,1,4,1,73.6,50,3,1,137701,275663,68.9,7441171
2005,yamaguchi,4,0,"KATO, TAKASHI",DPJ,3,0,0,19.7,56,3,2,36847,275663,68.9,6652767
2005,yamaguchi,4,0,"KISAKI, DAISUKE",JCP,2,0,0,6.7,50,3,3,12499,275663,68.9,827485
2005,yamanashi,1,1,"OZAWA, SAKIHITO",DPJ,3,5,1,47.5,51,3,1,70281,221151,68.3,16302992
2005,yamanashi,1,0,"AKAIKE, MASAAKI",LDP,1,0,2,44.2,44,3,2,65426,221151,68.3,10490598
2005,yamanashi,1,0,"ENDO, AKIKO",JCP,2,0,0,8.2,53,3,3,12173,221151,68.3,1846435
2005,yamanashi,2,1,"HORIUCHI, MITSUO",independent,99,10,1,38,75,4,1,63758,237259,72,12903188
2005,yamanashi,2,0,"NAGASAKI, KOTARO",LDP,1,1,2,37.5,37,4,2,62821,237259,72,14793578
2005,yamanashi,2,0,"SAKAGUCHI, TAKEHIRO",DPJ,3,0,0,20.2,34,4,3,33827,237259,72,11573160
2005,yamanashi,2,0,"WATANABE, MASAYOSHI",JCP,2,0,0,4.3,46,4,4,7216,237259,72,1391170
2005,yamanashi,3,1,"HOSAKA, TAKESHI",independent,99,3,1,36,60,3,1,63659,247023,73.3,11069535
2005,yamanashi,3,2,"GOTO, HITOSHI",DPJ,3,2,2,34.9,48,3,2,61716,247023,73.3,13966129
2005,yamanashi,3,0,"ONO, JIRO",LDP,1,1,2,29,52,3,3,51318,247023,73.3,9450245
2009,aichi,1,0,"SATO, YUKO",DPJ,3,1,1,54.4,46,5,1,122348,369526,62,3559575
2009,aichi,1,1,"SHINODA, YOSUKE",LDP,1,1,0,35,36,5,2,78691,369526,62,9617887
2009,aichi,1,0,"KIMURA, EMI",JCP,2,0,0,6.4,59,5,3,14485,369526,62,1802968
2009,aichi,1,0,"HIRAYAMA, RYOHEI",SDP,9,0,0,2.7,61,5,4,6082,369526,62,1642095
2009,aichi,1,0,"KAWADA, SEIJI",kofuku,7,1,0,1.5,42,5,5,3352,369526,62,1772906
2009,aichi,2,1,"FURUKAWA, MOTOHISA",DPJ,3,4,1,66.6,43,4,1,162237,378272,65.6,9329593
2009,aichi,2,0,"MIYAHARA, MISAKO",LDP,1,0,0,23.9,47,4,2,58225,378272,65.6,11405740
2009,aichi,2,0,"SAITO, AIKO",JCP,2,0,0,7.8,53,4,3,18908,378272,65.6,1689143
2009,aichi,2,0,"ISHIDA, AKIRA",kofuku,7,0,0,1.7,67,4,4,4187,378272,65.6,1618289
2009,aichi,3,1,"KONDO, SHOICHI",DPJ,3,5,1,62.2,51,4,1,153735,381361,66,7901740
2009,aichi,3,1,"MAWATARI, TATSUHARU",LDP,1,1,0,27.8,52,4,2,68636,381361,66,11467040
2009,aichi,3,0,"MOTOMURA, NOBUKO",JCP,2,0,0,8.7,36,4,3,21611,381361,66,1178780
2009,aichi,3,0,"HATTORI, TERUSHIGE",kofuku,7,0,0,1.3,32,4,4,3277,381361,66,1073723
2009,aichi,4,1,"MAKI, YOSHIO",DPJ,3,4,1,57.3,51,4,1,129382,373755,61.7,6515760
2009,aichi,4,1,"FUJINO, MAKIKO",LDP,1,1,0,28.5,59,4,2,64367,373755,61.7,10593143
2009,aichi,4,2,"SEKO, YUKIKO",JCP,2,2,0,12.8,62,4,3,28826,373755,61.7,1782806
2009,aichi,4,0,"IMAIDA, TOSHIKAZU",kofuku,7,0,0,1.4,54,4,4,3086,373755,61.7,2032274
2009,aichi,5,1,"AKAMATSU, HIROTAKA",DPJ,3,6,1,62,61,3,1,158235,411827,63.6,9843722
2009,aichi,5,0,"TERANISHI, MUTSUMI",LDP,1,0,0,34.9,45,3,2,88964,411827,63.6,8486591
2009,aichi,5,0,"YOSHIDA, TOMOKO",kofuku,7,0,0,3.2,64,3,3,8042,411827,63.6,1194608
2009,aichi,6,0,"ISHIDA, YOSHIHIRO",DPJ,3,1,1,58.9,63,5,1,167697,416933,69.9,5461609
2009,aichi,6,1,"NIWA, HIDEKI",LDP,1,1,0,35.9,36,5,2,102252,416933,69.9,13790580
2009,aichi,6,0,"HASEGAWA, KOJI",independent,99,0,0,2.4,46,5,3,6736,416933,69.9,769581
2009,aichi,6,0,"FUKUHARA, MAYUMI",kofuku,7,0,0,2.1,49,5,4,5970,416933,69.9,1333526
2009,aichi,6,0,"INAGAKI, HIROYUKI",independent,99,0,0,0.8,36,5,5,2243,416933,69.9,.
2009,aichi,7,0,"YAMAO, SHIORI",DPJ,3,1,1,61.1,35,3,1,182028,418255,72.7,7999114
2009,aichi,7,1,"SUZUKI, JUNJI",LDP,1,2,0,36.5,51,3,2,108783,418255,72.7,6457030
2009,aichi,7,0,"NAGATA, KUMIKO",kofuku,7,0,0,2.4,47,3,3,7032,418255,72.7,1528824
2009,aichi,8,1,"BANNO, YUTAKA",DPJ,3,3,1,60.2,48,3,1,172839,417869,70.2,7285988
2009,aichi,8,1,"ITO, TADAHIKO",LDP,1,1,0,38.1,45,3,2,109582,417869,70.2,4387444
2009,aichi,8,0,"SANCHOME, SHINYA",kofuku,7,0,0,1.7,43,3,3,4907,417869,70.2,1372507
2009,aichi,9,1,"OKAMOTO, MITSUNORI",DPJ,3,3,1,62.4,38,3,1,180609,421977,70.3,8518989
2009,aichi,9,1,"KAIFU, TOSHIKI",LDP,1,16,0,34.7,78,3,2,100549,421977,70.3,25354069
2009,aichi,9,0,"ITAYA, KIMIKO",kofuku,7,0,0,2.8,55,3,3,8200,421977,70.3,1639102
2009,aichi,10,0,"SUGIMOTO, KAZUMI",DPJ,3,1,1,60.7,48,3,1,172401,417772,69.6,4343754
2009,aichi,10,1,"ESAKI, TETSUMA",LDP,1,4,0,36.5,65,3,2,103704,417772,69.6,21586012
2009,aichi,10,0,"NAKAMURA, AKINORI",kofuku,7,0,0,2.8,36,3,3,7861,417772,69.6,1735752
2009,aichi,11,1,"FURUMOTO, SHINICHIRO",DPJ,3,2,1,64,44,3,1,177350,362700,78.1,12562948
2009,aichi,11,1,"DOI, MASAKI",LDP,1,1,0,33,49,3,2,91334,362700,78.1,12682123
2009,aichi,11,0,"NAKANE, HIROMI",kofuku,7,0,0,3,35,3,3,8326,362700,78.1,1086021
2009,aichi,14,1,"SUZUKI, KATSUMASA",DPJ,3,3,1,60.7,65,3,1,117085,265069,74.4,5442373
2009,aichi,14,1,"SUGITA, MOTOSHI",LDP,1,1,0,36.6,58,3,2,70564,265069,74.4,4902308
2009,aichi,14,0,"SUZUKI, HIEDFUMI",kofuku,7,0,0,2.7,36,3,3,5304,265069,74.4,1466305
2009,aichi,15,0,"MORIMOTO, KAZUYOSHI",DPJ,3,1,1,52.9,43,4,1,127059,344911,70.7,8466224
2009,aichi,15,1,"YAMAMOTO, AKIHIKO",LDP,1,3,0,39.5,62,4,2,94803,344911,70.7,16845016
2009,aichi,15,0,"SAITO, HIROMU",JCP,2,0,0,6.1,38,4,3,14595,344911,70.7,1684607
2009,aichi,15,0,"TAKAHASHI, NOBUHIRO",kofuku,7,0,0,1.6,37,4,4,3781,344911,70.7,1275191
2009,akita,1,1,"TERADA, MANABU",DPJ,3,3,1,51.9,32,5,1,93097,267441,68.5,5211568
2009,akita,1,1,"FUTADA, KOJI",LDP,1,6,0,34.4,71,5,2,61752,267441,68.5,7951675
2009,akita,1,0,"SUZUKI, SATOSHI",JCP,2,0,0,8.8,32,5,3,15830,267441,68.5,1673913
2009,akita,1,0,"FUJII, YOKO",independent,99,0,0,4.1,61,5,4,7353,267441,68.5,4353204
2009,akita,1,0,"TSURUTA, YUKIHIRO",kofuku,7,0,0,0.8,50,5,5,1472,267441,68.5,1763288
2009,akita,2,0,"KAWAGUCHI, HIROSHI",independent,99,1,1,42.7,62,5,1,93951,299193,74.6,4288884
2009,akita,2,0,"KANEDA, KATSUTOSHI",LDP,1,1,2,42,59,5,2,92600,299193,74.6,12133252
2009,akita,2,1,"YAMAMOTO, KIYOHIRO",SDP,9,1,0,10.8,53,5,3,23719,299193,74.6,5434058
2009,akita,2,0,"SASAKI, SHIGEHITO",your,14,0,0,3.9,39,5,4,8645,299193,74.6,3333493
2009,akita,2,0,"FUJIWARA, JUNICHI",kofuku,7,0,0,0.6,58,5,5,1342,299193,74.6,2443846
2009,akita,3,0,"KYONO, KIMIKO",DPJ,3,1,1,37.4,59,4,1,101777,365760,75.7,6356130
2009,akita,3,1,"MINORIKAWA, HIDENOBU",LDP,1,0,0,33.3,45,4,2,90575,365760,75.7,10476683
2009,akita,3,0,"MURAOKA, TOSHIHIDE",independent,99,0,0,28.2,49,4,3,76787,365760,75.7,6603101
2009,akita,3,0,"NISHIMOTO, ATSUSHI",kofuku,7,0,0,1,39,4,4,2847,365760,75.7,2973193
2009,aomori,1,0,"YOKOYAMA, HOKUTO",DPJ,3,1,1,44.5,45,6,1,101290,346953,66.7,6495998
2009,aomori,1,0,"TSUSHIMA, JUN",independent,99,0,0,30.3,42,6,2,68910,346953,66.7,10389347
2009,aomori,1,0,"MASUTA, SEKIO",independent,99,0,0,15.5,52,6,3,35283,346953,66.7,8775280
2009,aomori,1,0,"WATANABE, HIDEHIKO",SDP,9,0,0,5.6,69,6,4,12847,346953,66.7,4054460
2009,aomori,1,0,"YOSHIMATA, YO",JCP,2,0,0,3.5,35,6,5,7976,346953,66.7,539358
2009,aomori,1,0,"UEDA, KAZUHIRO",kofuku,7,0,0,0.7,59,6,6,1483,346953,66.7,2005090
2009,aomori,2,1,"ETO, AKINORI",LDP,1,3,1,54,53,4,1,86654,242488,67.3,5263542
2009,aomori,2,0,"NAKANOWATARI, NORIKO",DPJ,3,1,2,40.1,38,4,2,64334,242488,67.3,8595598
2009,aomori,2,0,"KUMAGAI, HISAKO",independent,99,0,0,4.5,61,4,3,7164,242488,67.3,2193815
2009,aomori,2,0,"MORIMITSU, KIYOSHI",kofuku,7,0,0,1.4,59,4,4,2288,242488,67.3,1992254
2009,aomori,3,1,"OOSHIMA, TADAMORI",LDP,1,9,1,49.5,62,3,1,90176,262246,70.4,19046943
2009,aomori,3,0,"TANABU, MASAYO",DPJ,3,3,2,49.3,40,3,2,89809,262246,70.4,14173453
2009,aomori,3,0,"NAKANISHI, SHUJI",kofuku,7,0,0,1.2,62,3,3,2249,262246,70.4,2309489
2009,aomori,4,1,"KIMURA, TARO",LDP,1,5,1,52.6,44,3,1,112563,311445,69.9,15093978
2009,aomori,4,2,"TSUSHIMA, KYOICHI",DPJ,3,3,2,45.7,55,3,2,97747,311445,69.9,6919233
2009,aomori,4,0,"ISHITA, AKIHIRO",kofuku,7,0,0,1.7,50,3,3,3719,311445,69.9,2858986
2009,chiba,1,1,"TAJIMA, KANAME",DPJ,3,3,1,56.7,47,4,1,142694,397382,64.3,4541118
2009,chiba,1,0,"USUI, SHOICHI",LDP,1,0,0,37.7,34,4,2,94820,397382,64.3,8346299
2009,chiba,1,0,"AGUI, TAKEO",JCP,2,0,0,5,51,4,3,12540,397382,64.3,942519
2009,chiba,1,0,"KAI, IKKI",kofuku,7,0,0,0.7,45,4,4,1644,397382,64.3,1976944
2009,chiba,2,0,"KURODA, YU",DPJ,3,1,1,56.9,50,4,1,153745,425033,64.7,4018376
2009,chiba,2,1,"YAMANAKA, AKIKO",LDP,1,2,0,33.1,63,4,2,89311,425033,64.7,7161292
2009,chiba,2,0,"OGURA, CHUHEI",JCP,2,0,0,8.5,48,4,3,22952,425033,64.7,2280319
2009,chiba,2,0,"YASHIRO, TOMOYASU",kofuku,7,0,0,1.5,35,4,4,4174,425033,64.7,1637047
2009,chiba,3,2,"OKAJIMA, KAZUMASA",DPJ,3,2,1,55.5,51,3,1,112035,320113,64.6,6215625
2009,chiba,3,1,"MATSUNO, HIROKAZU",LDP,1,4,2,42.5,46,3,2,85777,320113,64.6,6134532
2009,chiba,3,0,"FURUKAWA, YUZO",kofuku,7,0,0,2.1,27,3,3,4210,320113,64.6,1485329
2009,chiba,4,1,"NODA, YOSHIHIKO",DPJ,3,5,1,53.6,52,5,1,162153,487837,63.1,10955827
2009,chiba,4,1,"FUJITA, MIKIO",LDP,1,1,0,28.3,40,5,2,85425,487837,63.1,5072550
2009,chiba,4,0,"NOYASHIKI, ITOKO",your,14,0,0,9.4,58,5,3,28280,487837,63.1,2298859
2009,chiba,4,0,"SAITO, KAZUKO",JCP,2,0,0,7.6,34,5,4,23050,487837,63.1,1660916
2009,chiba,4,0,"YAMANAKA, KOICHIRO",kofuku,7,0,0,1.1,41,5,5,3403,487837,63.1,1481187
2009,chiba,5,2,"MURAKOSHI, HIROTAMI",DPJ,3,2,1,49.8,35,4,1,127588,413805,63.4,3950861
2009,chiba,5,1,"SONOURA, KENTARO",LDP,1,1,0,32.5,37,4,2,83422,413805,63.4,16278198
2009,chiba,5,2,"TAKANA, KOO",your,14,3,0,16.5,52,4,3,42379,413805,63.4,4423830
2009,chiba,5,0,"SATAKA, YOSHIYUKI",kofuku,7,0,0,1.2,40,4,4,3045,413805,63.4,1408588
2009,chiba,6,2,"UBUKATA, YUKIO",DPJ,3,4,1,49.4,61,6,1,108270,348266,64.6,4213811
2009,chiba,6,1,"WATANABE, HIROMICHI",LDP,1,4,0,33,59,6,2,72401,348266,64.6,7007599
2009,chiba,6,0,"KOHIRA, YUKI",your,14,0,0,6.9,47,6,3,15063,348266,64.6,1431856
2009,chiba,6,0,"YAMAZAKI, HARUYUKI",JCP,2,0,0,5.7,57,6,4,12427,348266,64.6,1967147
2009,chiba,6,2,"MATSUMOTO, KAZUMI",independent,99,1,0,4.2,44,6,5,9204,348266,64.6,3778177
2009,chiba,6,0,"MISHIMA, KAYOKO",kofuku,7,0,0,0.8,50,6,6,1857,348266,64.6,1457486
2009,chiba,7,1,"UCHIYAMA, AKIRA",DPJ,3,3,1,49.1,55,4,1,125647,396926,66,10417037
2009,chiba,7,0,"SAITO, KEN",LDP,1,1,2,40.7,50,4,2,104262,396926,66,9121374
2009,chiba,7,0,"UEDA, KEIKO",SDP,9,0,0,9,42,4,3,23086,396926,66,4531555
2009,chiba,7,0,"MAKINO, MASAHIKO",kofuku,7,0,0,1.2,54,4,4,3140,396926,66,1503675
2009,chiba,8,2,"MATSUZAKI, KIMIAKI",DPJ,3,4,1,53.6,65,4,1,138923,391010,67.7,7038028
2009,chiba,8,1,"SAKURADA, YOSHITAKA",LDP,1,4,0,37.4,59,4,2,97007,391010,67.7,9689793
2009,chiba,8,0,"KATO, HIDEO",JCP,2,0,0,7.5,56,4,3,19378,391010,67.7,933014
2009,chiba,8,0,"MORI, YASUKO",kofuku,7,0,0,1.6,59,4,4,4052,391010,67.7,1551198
2009,chiba,9,0,"OKUNO, SOICHIRO",DPJ,3,1,1,54.5,45,4,1,136932,399436,64.3,5826680
2009,chiba,9,1,"MIZUNO, KENICHI",LDP,1,4,0,40.5,43,4,2,101734,399436,64.3,7147376
2009,chiba,9,0,"HATANO, TATSUO",independent,99,0,0,3,69,4,3,7651,399436,64.3,3931743
2009,chiba,9,0,"ITO, JUNKO",kofuku,7,0,0,1.9,55,4,4,4707,399436,64.3,1700647
2009,chiba,10,0,"YATAGAWA, HAJIME",DPJ,3,0,1,51.7,46,3,1,118564,365443,64,3304664
2009,chiba,10,1,"HAYASHI, MOTOO",LDP,1,6,2,47,62,3,2,107745,365443,64,15664073
2009,chiba,10,0,"KANAI, TAKAO",kofuku,7,0,0,1.4,38,3,3,3158,365443,64,1435972
2009,chiba,11,1,"MORI, EISUKE",LDP,1,7,1,49.7,60,3,1,116937,375812,64.3,8104370
2009,chiba,11,0,"KANEKO, KENICHI",DPJ,3,1,2,47.9,51,3,2,112707,375812,64.3,5231834
2009,chiba,11,0,"KUGA, TSUKASA",kofuku,7,0,0,2.3,36,3,3,5489,375812,64.3,1866258
2009,chiba,12,1,"HAMADA, YASUKAZU",LDP,1,6,1,53.1,53,3,1,134298,385658,66.9,11055803
2009,chiba,12,0,"CHUGO, ATSUSHI",DPJ,3,0,2,45.4,39,3,2,114921,385658,66.9,6613526
2009,chiba,12,0,"TANABE, JOTARO",kofuku,7,0,0,1.5,29,3,3,3687,385658,66.9,2047952
2009,chiba,13,2,"WAKAI, YASUHIKO",DPJ,3,2,1,57,63,4,1,118062,321969,66.1,3843402
2009,chiba,13,1,"JITSUKAWA, YUKIO",LDP,1,5,0,38.9,65,4,2,80573,321969,66.1,5069869
2009,chiba,13,0,"ISHI, HIROAKI",kofuku,7,0,0,2.1,42,4,3,4293,321969,66.1,2099737
2009,chiba,13,0,"TACHIBANA, KENZO",independent,99,0,0,2,60,4,4,4127,321969,66.1,794914
2009,ehime,1,1,"SHIOZAKI, YASUHISA",LDP,1,5,1,48.6,58,5,1,130330,388575,69.6,24376313
2009,ehime,1,0,"NAGAE, TAKAKO",DPJ,3,1,2,47.6,49,5,2,127562,388575,69.6,3922671
2009,ehime,1,0,"TANAKA, KATSUHIKO",JCP,2,0,0,3,42,5,3,8035,388575,69.6,872880
2009,ehime,1,0,"TANIMURA, KOJIRO",kofuku,7,0,0,0.6,46,5,4,1666,388575,69.6,1321239
2009,ehime,1,0,"KORI, AKIHIRO",independent,99,0,0,0.2,48,5,5,578,388575,69.6,10024
2009,ehime,2,1,"MURAKAMI, SEIICHIRO",LDP,1,8,1,48,57,4,1,94843,295878,69,10893297
2009,ehime,2,0,"OKAHIRA, TOMOKO",SDP,9,0,0,43.2,51,4,2,85299,295878,69,4951506
2009,ehime,2,0,"KUSUHASHI, YASUHIRO",independent,99,0,0,6.1,40,4,3,12002,295878,69,2867359
2009,ehime,2,0,"MORITA, KOJI",kofuku,7,0,0,2.8,49,4,4,5485,295878,69,1254741
2009,ehime,3,0,"SHIRAISHI, YOICHI",DPJ,3,1,1,55.5,46,3,1,103431,272730,69.4,3956520
2009,ehime,3,0,"SHIRAISHI, TORU",LDP,1,0,0,42.9,53,3,2,79924,272730,69.4,3864548
2009,ehime,3,0,"MIYAWAKI, SHIGERU",kofuku,7,0,0,1.5,47,3,3,2856,272730,69.4,1569341
2009,ehime,4,1,"YAMAMOTO, KOICHI",LDP,1,6,1,39.5,61,4,1,73085,243418,77,7795081
2009,ehime,4,0,"TAKAHASHI, HIDEYUKI",DPJ,3,1,2,35.5,37,4,2,65578,243418,77,5299680
2009,ehime,4,0,"SAKURAUCHI, FUMIKI",independent,99,0,0,24.2,43,4,3,44777,243418,77,5261037
2009,ehime,4,0,"TSUYUGUCHI, REIKO",kofuku,7,0,0,0.7,55,4,4,1365,243418,77,1919634
2009,fukui,1,1,"INADA, TOMOMI",LDP,1,2,1,50,50,3,1,78969,220971,72,14031109
2009,fukui,1,1,"SASAKI, RYUZO",DPJ,3,4,2,45.6,52,3,2,72119,220971,72,9226941
2009,fukui,1,0,"KANEMOTO, YUKIE",JCP,2,0,0,4.4,51,3,3,6940,220971,72,1399399
2009,fukui,2,1,"YAMAMOTO, TAKU",LDP,1,5,1,49.7,57,3,1,80033,219456,74.8,7372063
2009,fukui,2,1,"ITOKAWA, MASAAKI",DPJ,3,2,2,48.8,34,3,2,78496,219456,74.8,9353381
2009,fukui,2,0,"KAWAI, YUKI",kofuku,7,0,0,1.5,47,3,3,2403,219456,74.8,142807
2009,fukui,3,1,"TAKAGI, TSUYOSHI",LDP,1,4,1,50.8,53,3,1,80724,213911,75.7,12565982
2009,fukui,3,2,"MATSUMIYA, ISAO",DPJ,3,3,2,46.7,65,3,2,74158,213911,75.7,9815507
