year,ku,kun,status,name,party,party_code,previous,wl,voteshare,age,nocand,rank,vote,eligible,turnout,exp,expm,vs,exppv,smd,party_jpn
2005,okayama,2,現職,"TSUMURA, KEISUKE",DPJ,3,2,当選,46.9,33,3,1,88277,288250,66.8,11148827,11.148827,0.469,38.67763052905464,当選,民主党
2005,okayama,2,新人,"HAGIWARA, SEIJI",LDP,1,1,復活当選,45.7,49,3,2,86035,288250,66.8,9640777,9.640777,0.457,33.44588725065048,落選,自民党
2005,okayama,2,新人,"OZAKI, HIROKO",JCP,2,0,落選,7.4,48,3,3,13999,288250,66.8,1919443,1.919443,0.07400000000000001,6.6589522983521245,落選,共産党
2005,okayama,3,現職,"HIRANUMA, TAKEO",independent,99,9,当選,49,66,4,1,99931,300506,69.1,10233370,10.23337,0.49,34.05379593086328,当選,無所属
2005,okayama,3,新人,"ABE, TOSHIKO",LDP,1,0,復活当選,29.1,46,4,2,59303,300506,69.1,5522256,5.522256,0.29100000000000004,18.37652492795485,落選,自民党
2005,okayama,3,新人,"NAKAMURA, TETSUO",DPJ,3,0,落選,17.8,50,4,3,36356,300506,69.1,6838105,6.838105,0.17800000000000002,22.75530272274098,落選,民主党
2005,okayama,3,新人,"NAKASHIMA, YOSHIHARU",JCP,2,0,落選,4.1,64,4,4,8466,300506,69.1,1157293,1.157293,0.040999999999999995,3.851147730827338,落選,共産党
2005,okayama,4,新人,"YUNOKI, MICHIYOSHI",DPJ,3,0,当選,47.4,33,3,1,102370,358230,62.4,9403083,9.403083,0.474,26.248731262038355,当選,民主党
2005,okayama,4,新人,"HASHIMOTO, GAKU",LDP,1,1,復活当選,44.6,31,3,2,96356,358230,62.4,8216860,8.21686,0.446,22.9373865952042,落選,自民党
2005,okayama,4,新人,"AZUMA, TSUYOSHI",JCP,2,0,落選,7.9,29,3,3,17094,358230,62.4,1311283,1.311283,0.079,3.6604499902297407,落選,共産党
2005,okayama,5,現職,"MURATA, YOSHITAKA",LDP,1,6,当選,59.6,61,3,1,114981,291530,67.9,12028285,12.028285,0.596,41.259167152608654,当選,自民党
2005,okayama,5,新人,"HANASAKI, HIROKI",DPJ,3,0,落選,35,39,3,2,67569,291530,67.9,7009958,7.009958,0.35,24.045408705793573,落選,民主党
2005,okayama,5,新人,"HORI, YOSHIMICHI",JCP,2,0,落選,5.4,57,3,3,10517,291530,67.9,668675,0.668675,0.054000000000000006,2.2936747504544988,落選,共産党
2005,okinawa,1,元職,"SHIMOJI, MIKIO",independent,99,3,当選,43.8,44,4,1,72384,250505,67.2,13907142,13.907142,0.43799999999999994,55.51642482185984,当選,無所属
2005,okinawa,1,現職,SHIRAHO TAIICHI,CGP,5,3,落選,40.8,63,4,2,67540,250505,67.2,13710678,13.710678,0.408,54.73215305083731,落選,公明党
2005,okinawa,1,現職,"AKAMINE, SEIKEN",JCP,2,2,復活当選,14,57,4,3,23123,250505,67.2,3483493,3.483493,0.14,13.905882118121395,落選,共産党
2005,okinawa,1,新人,"UEHARA, HIDEYUKI",independent,99,0,落選,1.4,32,4,4,2307,250505,67.2,354009,0.354009,0.013999999999999999,1.413181373625277,落選,無所属
2005,okinawa,2,現職,"TERUYA, KANTOKU",SDP,9,2,当選,46.7,60,4,1,71861,250693,62.5,4878233,4.878233,0.467,19.45899167507669,当選,社民党
2005,okinawa,2,新人,"ASHITOMI, OSAMU",LDP,1,0,復活当選,39.3,49,4,2,60540,250693,62.5,12979163,12.979163,0.39299999999999996,51.773136864611295,落選,自民党
2005,okinawa,2,新人,"SHIMAJIRI, NOBORU",independent,99,0,落選,9.5,47,4,3,14617,250693,62.5,4631518,4.631518,0.095,18.474859688942253,落選,無所属
2005,okinawa,2,新人,"NISHIHIRA, MORINOBU",JCP,2,0,落選,4.5,55,4,4,6875,250693,62.5,2222381,2.222381,0.045,8.86495035760871,落選,共産党
2005,okinawa,3,現職,"KAKAZU, CHIKEN",LDP,1,4,当選,42.5,64,4,1,72407,278987,62.3,7102047,7.102047,0.425,25.456551738969917,当選,自民党
2005,okinawa,3,現職,"TOMON, MITSUKO",SDP,9,2,落選,30,62,4,2,51074,278987,62.3,5564817,5.564817,0.3,19.94651005243972,落選,社民党
2005,okinawa,3,新人,"TAMAKI, DENI",DPJ,3,0,落選,24,45,4,3,40819,278987,62.3,6823238,6.823238,0.24,24.457189761530106,落選,民主党
2005,okinawa,3,新人,"INOHARA, KEN",JCP,2,0,落選,3.5,29,4,4,6043,278987,62.3,2650487,2.650487,0.035,9.500396075802815,落選,共産党
2005,okinawa,4,現職,"NISHIME, KOSABURO",LDP,1,2,当選,49,51,4,1,68419,248584,57.4,15534879,15.534879,0.49,62.49347906542658,当選,自民党
2005,okinawa,4,新人,"MIYAKUNI, TADAHIRO",DPJ,3,0,落選,29.8,43,4,2,41532,248584,57.4,7447849,7.447849,0.298,29.96109564573746,落選,民主党
2005,okinawa,4,新人,"MAESATO, TAMOTSU",JCP,2,0,落選,10.8,49,4,3,15068,248584,57.4,3025489,3.025489,0.10800000000000001,12.170891931902295,落選,共産党
2005,okinawa,4,新人,"KINJO, HIROSHI",kokumin,29,0,落選,10.4,57,4,4,14491,248584,57.4,4417987,4.417987,0.10400000000000001,17.77261207479162,落選,国民新党
2005,osaka,1,現職,"CHUMA, KOKI",LDP,1,8,当選,54.5,68,3,1,116956,360134,61.5,24220934,24.220934,0.545,67.25533829074733,当選,自民党
2005,osaka,1,新人,"KUMADA, ATSUSHI",DPJ,3,0,落選,33.8,34,3,2,72512,360134,61.5,10074661,10.074661,0.33799999999999997,27.974756618369828,落選,民主党
2005,osaka,1,新人,"MARUOKA, HIROSHI",JCP,2,0,落選,11.7,54,3,3,25156,360134,61.5,2989400,2.9894,0.11699999999999999,8.300799146984177,落選,共産党
2005,osaka,2,新人,"KAWAJO, SHIKA",LDP,1,1,当選,32.8,35,4,1,73953,352148,66,8051156,8.051156,0.32799999999999996,22.862989424900896,当選,自民党
2005,osaka,2,現職,"SATO, AKIRA",independent,99,2,落選,31.7,54,4,2,71423,352148,66,10409940,10.40994,0.317,29.561264013994116,落選,無所属
2005,osaka,2,新人,"HAGIWARA, HITOSHI",DPJ,3,0,落選,23.5,38,4,3,52945,352148,66,6326421,6.326421,0.235,17.965233367788542,落選,民主党
2005,osaka,2,新人,"YOSHINAGA, TOMOYUKI",JCP,2,0,落選,12.1,60,4,4,27300,352148,66,2676647,2.676647,0.121,7.600914956211593,落選,共産党
2005,osaka,3,現職,"TABATA, MASAHIRO",CGP,5,5,当選,49.4,65,3,1,119226,397210,63.5,13495213,13.495213,0.494,33.975008182069935,当選,公明党
2005,osaka,3,現職,"TSUJI, MEGUMU",DPJ,3,1,落選,35.3,57,3,2,85177,397210,63.5,12676123,12.676123,0.353,31.91289997734196,落選,民主党
2005,osaka,3,新人,"ADACHI, YOSHITAKA",JCP,2,0,落選,15.3,50,3,3,37040,397210,63.5,2917435,2.917435,0.153,7.344817602779386,落選,共産党
2005,osaka,4,現職,"NAKAYAMA, YASUHIDE",LDP,1,2,当選,52.3,34,3,1,132072,400306,64.6,23263427,23.263427,0.523,58.11411020569265,当選,自民党
2005,osaka,4,現職,"YOSHIDA, OSAMU",DPJ,3,3,落選,36.3,43,3,2,91756,400306,64.6,17619487,17.619487,0.363,44.01504598981779,落選,民主党
2005,osaka,4,新人,"HASEGAWA, YOSHIO",JCP,2,0,落選,11.4,55,3,3,28931,400306,64.6,2652388,2.652388,0.114,6.625901185593022,落選,共産党
2005,osaka,5,現職,"TANIGUCHI, TAKAYOSHI",CGP,5,5,当選,47.7,56,3,1,118574,406910,63.4,15531725,15.531725,0.47700000000000004,38.16992701088693,当選,公明党
2005,osaka,5,現職,"INAMI, TETSUO",DPJ,3,1,落選,35,57,3,2,87002,406910,63.4,17552564,17.552564,0.35,43.13623159912511,落選,民主党
2005,osaka,5,新人,"YAMASHITA, YOSHIKI",JCP,2,0,落選,17.4,45,3,3,43189,406910,63.4,2644367,2.644367,0.174,6.498653264849721,落選,共産党
2005,osaka,6,現職,"FUKUSHIMA, YUTAKA",CGP,5,4,当選,52.7,47,3,1,127157,388270,64.8,13051510,13.05151,0.527,33.61452082313854,当選,公明党
2005,osaka,6,新人,"MURAKAMI, FUMIYOSHI",DPJ,3,0,落選,35,53,3,2,84562,388270,64.8,5815251,5.815251,0.35,14.97733793494218,落選,民主党
2005,osaka,6,新人,"IGUCHI, JUNJI",JCP,2,0,落選,12.2,41,3,3,29543,388270,64.8,3071263,3.071263,0.122,7.910121822443145,落選,共産党
2005,osaka,7,新人,"TOKASHIKI, NAOMI",LDP,1,1,当選,43.4,43,4,1,98151,347866,67.2,3851529,3.851529,0.434,11.071875377300454,当選,自民党
2005,osaka,7,現職,"FUJIMURA, OSAMU",DPJ,3,4,復活当選,37.3,55,4,2,84373,347866,67.2,7568377,7.568377,0.373,21.756587306606566,落選,民主党
2005,osaka,7,新人,"ARIKI, SHIGERU",JCP,2,0,落選,12.2,58,4,3,27573,347866,67.2,3357179,3.357179,0.122,9.650782197742808,落選,共産党
2005,osaka,7,新人,"YAMAGUCHI, KATSUYA",independent,99,0,落選,7.2,41,4,4,16256,347866,67.2,1973395,1.973395,0.07200000000000001,5.672859664353515,落選,無所属
2005,osaka,8,新人,"OTSUKA, TAKASHI",LDP,1,1,当選,49.6,41,3,1,103120,315559,67.2,7553288,7.553288,0.496,23.936214780754153,当選,自民党
2005,osaka,8,現職,"NAKANO, KANSEI",DPJ,3,10,落選,39.6,64,3,2,82290,315559,67.2,8784141,8.784141,0.396,27.836762697308586,落選,民主党
2005,osaka,8,新人,"ITSUKI, SUMIE",JCP,2,0,落選,10.8,48,3,3,22448,315559,67.2,2656656,2.656656,0.10800000000000001,8.418888385373258,落選,共産党
2005,osaka,9,現職,"NISHIDA, TAKESHI",LDP,1,3,当選,50.5,50,3,1,142243,425364,67.6,12817507,12.817507,0.505,30.13303194440526,当選,自民党
2005,osaka,9,現職,"OTANI, NOBUMORI",DPJ,3,2,落選,39.7,42,3,2,111809,425364,67.6,6195932,6.195932,0.397,14.56618801779182,落選,民主党
2005,osaka,9,新人,"ENAMI, KENJI",JCP,2,0,落選,9.7,53,3,3,27347,425364,67.6,1321747,1.321747,0.09699999999999999,3.1073316030505636,落選,共産党
2005,osaka,10,元職,"MATSUNAMI, KENTA",LDP,1,2,当選,38.4,34,4,1,83607,313035,70.5,5215091,5.215091,0.384,16.65976967431757,当選,自民党
2005,osaka,10,元職,TSUJIMOTO KIYOMI,SDP,9,3,復活当選,31.5,45,4,2,68614,313035,70.5,12814066,12.814066,0.315,40.93493059881483,落選,社民党
2005,osaka,10,現職,"HIDA, MIYOKO",DPJ,3,3,落選,24.2,64,4,3,52703,313035,70.5,7339055,7.339055,0.242,23.444838436596548,落選,民主党
2005,osaka,10,新人,"ASANUMA, KAZUHITO",JCP,2,0,落選,5.8,44,4,4,12703,313035,70.5,1709306,1.709306,0.057999999999999996,5.460430942226908,落選,共産党
2005,osaka,11,現職,"HIRANO, HIROFUMI",DPJ,3,4,当選,48.1,56,3,1,121328,385006,67.8,13819964,13.819964,0.48100000000000004,35.89545097998473,当選,民主党
2005,osaka,11,新人,"IWAKI, NOBUKOA",LDP,1,1,復活当選,39.1,59,3,2,98613,385006,67.8,9180372,9.180372,0.391,23.844750471421225,落選,自民党
2005,osaka,11,新人,"YAMASHITA, KYOKO",JCP,2,0,落選,12.8,51,3,3,32230,385006,67.8,2378292,2.378292,0.128,6.177285548796642,落選,共産党
2005,osaka,12,現職,"KITAGAWA, TOMOKATSU",LDP,1,3,当選,49.6,53,3,1,108903,343381,65.1,14966688,14.966688,0.496,43.58624385158177,当選,自民党
2005,osaka,12,現職,"TARUTOKO, SHINJI",DPJ,3,4,落選,39.7,46,3,2,87091,343381,65.1,8288097,8.288097,0.397,24.136737326759487,落選,民主党
2005,osaka,12,新人,"OTA, KUMIKO",JCP,2,0,落選,10.7,50,3,3,23595,343381,65.1,2724020,2.72402,0.107,7.932937465963463,落選,共産党
2005,osaka,13,現職,"NISHINO, AKIRA",LDP,1,4,当選,58.1,65,3,1,141141,402043,62.1,10801650,10.80165,0.581,26.86690229652052,当選,自民党
2005,osaka,13,新人,"FUKE, TAKASHI",DPJ,3,0,落選,25,58,3,2,60791,402043,62.1,9390636,9.390636,0.25,23.357292627902986,落選,民主党
2005,osaka,13,現職,"YOSHII, HIDEKATSU",JCP,2,6,復活当選,16.9,62,3,3,41017,402043,62.1,2775818,2.775818,0.16899999999999998,6.904281382837159,落選,共産党
2005,osaka,14,現職,"TANIHATA, TAKASHI",LDP,1,4,当選,54.9,58,3,1,151853,423797,67.2,10543129,10.543129,0.5489999999999999,24.877781107464187,当選,自民党
2005,osaka,14,新人,"NAGAO, TAKASHI",DPJ,3,0,落選,32.2,42,3,2,89142,423797,67.2,12251072,12.251072,0.322,28.907878064261897,落選,民主党
2005,osaka,14,新人,"NOZAWA, MICHIAKI",JCP,2,0,落選,12.9,57,3,3,35560,423797,67.2,2270393,2.270393,0.129,5.357265388853626,落選,共産党
2005,osaka,15,現職,"TAKEMOTO, NAOKAZU",LDP,1,4,当選,55.8,64,3,1,144663,404445,65.7,10582138,10.582138,0.5579999999999999,26.164590982704695,当選,自民党
2005,osaka,15,新人,"SAKAI, YUKI",DPJ,3,0,落選,31.9,37,3,2,82844,404445,65.7,12750864,12.750864,0.319,31.52681823239254,落選,民主党
2005,osaka,15,新人,"NAKANO, YOSHIHIRO",JCP,2,0,落選,12.3,62,3,3,31810,404445,65.7,1690517,1.690517,0.12300000000000001,4.179843983730792,落選,共産党
2005,osaka,16,現職,"KITAGAWA, KAZUO",CGP,5,6,当選,51.5,52,3,1,99919,311180,64.7,9762986,9.762986,0.515,31.374079311009705,当選,公明党
2005,osaka,16,現職,"TARUI, YOSHIKAZU",DPJ,3,1,落選,36.1,38,3,2,70048,311180,64.7,9342796,9.342796,0.361,30.0237675943184,落選,民主党
2005,osaka,16,新人,"INATSUKI, NAOE",JCP,2,0,落選,12.5,31,3,3,24212,311180,64.7,2621102,2.621102,0.125,8.423105598046147,落選,共産党
2005,osaka,17,元職,"OKASHITA, NOBUKO",LDP,1,2,当選,43.3,66,3,1,90765,329075,65.1,12950902,12.950902,0.433,39.35547215680316,当選,自民党
2005,osaka,17,現職,"NISHIMURA, SHINGO",DPJ,3,5,復活当選,42.6,57,3,2,89276,329075,65.1,10381846,10.381846,0.426,31.548570994454153,落選,民主党
2005,osaka,17,新人,"MANABE, YUTAKA",JCP,2,0,落選,14.2,53,3,3,29732,329075,65.1,2675710,2.67571,0.142,8.1310035706146,落選,共産党
2005,osaka,18,現職,"NAKAYAMA, TARO",LDP,1,7,当選,52.9,81,3,1,139616,420929,64.2,14258592,14.258592,0.529,33.87410228328293,当選,自民党
2005,osaka,18,現職,"NAKAGAWA, OSAMU",DPJ,3,1,落選,35.4,54,3,2,93402,420929,64.2,9895179,9.895179,0.354,23.50795264759615,落選,民主党
2005,osaka,18,新人,"OTSUKA, YASUKI",JCP,2,0,落選,11.7,37,3,3,30912,420929,64.2,2748090,2.74809,0.11699999999999999,6.528630719194924,落選,共産党
2005,osaka,19,現職,"NAGAYASU, TAKASHI",DPJ,3,2,当選,48.3,37,3,1,91919,304320,65,10624552,10.624552,0.483,34.91243427970557,当選,民主党
2005,osaka,19,元職,"MATSUNAMI, KENSHIRO",LDP,1,3,復活当選,43.3,58,3,2,82437,304320,65,7035146,7.035146,0.433,23.117593322818085,落選,自民党
2005,osaka,19,新人,"WAKE, YUTAKA",JCP,2,0,落選,8.3,64,3,3,15855,304320,65,2332597,2.332597,0.083,7.664948080967402,落選,共産党
2005,saga,1,新人,"FUKUOKA, TAKAMARO",LDP,1,0,当選,50.3,32,3,1,84643,232385,73.3,16540000,16.54,0.503,71.17498977989113,当選,自民党
2005,saga,1,現職,"HARAGUCHI, KAZUHIRO",DPJ,3,4,復活当選,44.9,46,3,2,75449,232385,73.3,5941413,5.941413,0.449,25.567110613852012,落選,民主党
2005,saga,1,新人,"MUTO, AKEMI",JCP,2,0,落選,4.8,57,3,3,8029,232385,73.3,1444346,1.444346,0.048,6.215315102093508,落選,共産党
2005,saga,2,現職,"IMAMURA, MASAHIRO",independent,99,4,当選,42.1,58,4,1,66995,227944,71.5,11289710,11.28971,0.42100000000000004,49.52843680904082,当選,無所属
2005,saga,2,新人,"OGUCHI, HIROSHI",DPJ,3,1,復活当選,32.2,40,4,2,51299,227944,71.5,6468651,6.468651,0.322,28.378246411399292,落選,民主党
2005,saga,2,新人,"DOKAI, CHIAKI",LDP,1,0,落選,22,33,4,3,35039,227944,71.5,14288910,14.28891,0.22,62.68605446951883,落選,自民党
2005,saga,2,新人,"ISHIMARU, YASUO",JCP,2,0,落選,3.7,64,4,4,5900,227944,71.5,584412,0.584412,0.037000000000000005,2.5638402414628154,落選,共産党
2005,saga,3,現職,"HORI, KOSUKE",independent,99,10,当選,54,70,4,1,87485,230222,72,8888114,8.888114,0.54,38.60671004508691,当選,無所属
2005,saga,3,新人,"HIROTSU, MOTOKO",LDP,1,1,復活当選,30.3,52,4,2,48992,230222,72,12667953,12.667953,0.303,55.02494548739912,落選,自民党
2005,saga,3,新人,"YANASE, EIJI",SDP,9,0,落選,10.8,51,4,3,17433,230222,72,4757851,4.757851,0.10800000000000001,20.666361164441277,落選,社民党
2005,saga,3,新人,"FUNATSU, KENJI",JCP,2,0,落選,4.9,59,4,4,7966,230222,72,413032,0.413032,0.049,1.7940596467757208,落選,共産党
2005,saitama,1,現職,"TAKEMASA, KOICHI",DPJ,3,3,当選,44.2,44,4,1,115262,405970,65.3,11112762,11.112762,0.442,27.373357637263837,当選,民主党
2005,saitama,1,元職,"KANEKO, ZENJIRO",LDP,1,2,復活当選,43.1,61,4,2,112340,405970,65.3,7599423,7.599423,0.431,18.719173830578615,落選,自民党
2005,saitama,1,新人,"ITO, GAKU",JCP,2,0,落選,7.4,45,4,3,19319,405970,65.3,1342924,1.342924,0.07400000000000001,3.307939010271695,落選,共産党
2005,saitama,1,新人,"IKEDA, MASAYO",SDP,9,0,落選,5.3,46,4,4,13869,405970,65.3,2866078,2.866078,0.053,7.0598270808187795,落選,社民党
2005,saitama,2,元職,"SHINDO, YOSHITAKA",LDP,1,3,当選,51.8,47,3,1,138376,434389,62.9,16272160,16.27216,0.518,37.459880429753056,当選,自民党
2005,saitama,2,現職,"ISHIDA, KATSUYUKI",DPJ,3,3,落選,39.3,50,3,2,105080,434389,62.9,10311638,10.311638,0.39299999999999996,23.7382576446457,落選,民主党
2005,saitama,2,新人,"IKEDA, NOBUHIRO",JCP,2,0,落選,8.9,32,3,3,23657,434389,62.9,1708911,1.708911,0.08900000000000001,3.934056801622509,落選,共産党
2005,saitama,3,現職,"IMAI, HIROSHI",LDP,1,4,当選,51.3,64,3,1,140010,441136,63.2,6866112,6.866112,0.513,15.564614994015452,当選,自民党
2005,saitama,3,現職,"HOSOKAWA, RITSUO",DPJ,3,6,復活当選,40.3,62,3,2,109816,441136,63.2,10944616,10.944616,0.40299999999999997,24.81007217728773,落選,民主党
2005,saitama,3,新人,"MATSUZAWA, ISAMU",JCP,2,0,落選,8.4,58,3,3,22912,441136,63.2,1259675,1.259675,0.084,2.8555252801857023,落選,共産党
2005,saitama,4,現職,"HAYAKAWA, TADATAKA",LDP,1,2,当選,48.8,60,3,1,103366,333735,65,8358590,8.35859,0.488,25.045590063972913,当選,自民党
2005,saitama,4,現職,"JINPU, HIDEO",DPJ,3,2,復活当選,40.7,43,3,2,86229,333735,65,5402300,5.4023,0.40700000000000003,16.187394190001047,落選,民主党
2005,saitama,4,新人,"SAKURAI, HARUKO",JCP,2,0,落選,10.5,49,3,3,22322,333735,65,2338311,2.338311,0.105,7.006490179333903,落選,共産党
2005,saitama,5,現職,"EDANO, YUKIO",DPJ,3,4,当選,48.7,41,3,1,103014,331390,65,5610663,5.610663,0.48700000000000004,16.930694951567638,当選,民主党
2005,saitama,5,新人,"MAKIHARA, HIDEKI",LDP,1,1,復活当選,43.2,34,3,2,91472,331390,65,4841865,4.841865,0.43200000000000005,14.610775823048373,落選,自民党
2005,saitama,5,新人,"MATSUSHITA, YUTAKA",JCP,2,0,落選,8.1,60,3,3,17140,331390,65,1537755,1.537755,0.081,4.640318054256315,落選,共産党
2005,saitama,6,現職,"OSHIMA, ATSUSHI",DPJ,3,3,当選,45.6,48,3,1,123159,412376,66.6,7442818,7.442818,0.456,18.04862067627602,当選,民主党
2005,saitama,6,新人,"NAKANE, KAZUYUKI",LDP,1,1,復活当選,45.1,36,3,2,121665,412376,66.6,11416835,11.416835,0.451,27.685498186121404,落選,自民党
2005,saitama,6,新人,"MOTOYAMA, KAYOKO",JCP,2,0,落選,9.3,46,3,3,25014,412376,66.6,1219803,1.219803,0.09300000000000001,2.957987370749025,落選,共産党
2005,saitama,7,現職,"NAKANO, KIYOSHI",LDP,1,4,当選,48.8,69,3,1,122274,396471,64.3,16738144,16.738144,0.488,42.217826776737766,当選,自民党
2005,saitama,7,現職,"KOMIYAMA, YASUKO",DPJ,3,2,復活当選,42.5,40,3,2,106542,396471,64.3,12980612,12.980612,0.425,32.74038202037475,落選,民主党
2005,saitama,7,新人,"YAMAMOTO, SHUICHI",JCP,2,0,落選,8.7,57,3,3,21895,396471,64.3,1382504,1.382504,0.087,3.487024271636513,落選,共産党
2005,saitama,8,現職,"SHIBAYAMA, MASAHIKO",LDP,1,2,当選,52.5,39,3,1,115223,339353,65.8,11770148,11.770148,0.525,34.68408412479041,当選,自民党
2005,saitama,8,元職,"KINOSHITA, ATSUSHI",DPJ,3,2,落選,34.8,61,3,2,76354,339353,65.8,6835584,6.835584,0.348,20.14298974813837,落選,民主党
2005,saitama,8,現職,"SHIOKAWA, TETSUYA",JCP,2,3,復活当選,12.7,43,3,3,27783,339353,65.8,2573947,2.573947,0.127,7.58486590659284,落選,共産党
2005,saitama,9,現職,"ONO, MATSUSHIGE",LDP,1,4,当選,53.8,69,3,1,139211,401973,65.6,11822797,11.822797,0.5379999999999999,29.411918213412342,当選,自民党
2005,saitama,9,現職,"IGARASHI, FUMIHIKO",DPJ,3,3,落選,37.6,56,3,2,97348,401973,65.6,11193950,11.19395,0.376,27.847517121796738,落選,民主党
2005,saitama,9,新人,"TSUJI, MOTOMI",JCP,2,0,落選,8.6,33,3,3,22312,401973,65.6,2262045,2.262045,0.086,5.627355568657596,落選,共産党
2005,saitama,10,現職,"YAMAGUCHI, TAIMEI",LDP,1,4,当選,55,56,3,1,117477,323953,67.3,14708806,14.708806,0.55,45.40413578512933,当選,自民党
2005,saitama,10,現職,"MATSUZAKI, TETSUHISA",DPJ,3,1,落選,36.8,55,3,2,78578,323953,67.3,5035941,5.035941,0.368,15.545282803369625,落選,民主党
2005,saitama,10,新人,"UMEZAWA, EIJI",JCP,2,0,落選,8.3,56,3,3,17670,323953,67.3,1204849,1.204849,0.083,3.7192092680111,落選,共産党
2005,saitama,11,新人,"ARAI, ETSUJI",LDP,1,0,当選,40.1,48,4,1,97928,363529,68.2,7696019,7.696019,0.401,21.170302781896353,当選,自民党
2005,saitama,11,現職,"KOIZUMI, RYUJI",independent,99,2,落選,38.1,52,4,2,93008,363529,68.2,8381835,8.381835,0.381,23.05685378608034,落選,無所属
2005,saitama,11,新人,"YAGI, AKIJI",DPJ,3,0,落選,14.8,34,4,3,36119,363529,68.2,6870720,6.87072,0.14800000000000002,18.900060242786683,落選,民主党
2005,saitama,11,新人,"KAKINUMA, AYAKO",JCP,2,0,落選,6.9,52,4,4,16910,363529,68.2,999010,0.99901,0.069,2.748088873239824,落選,共産党
2005,saitama,12,現職,"KOJIMA, TOSHIO",LDP,1,4,当選,56,65,3,1,129783,371042,63.8,9218912,9.218912,0.56,24.8460066515381,当選,自民党
2005,saitama,12,現職,"HONDA, HIRANAO",DPJ,3,0,落選,36.5,40,3,2,84705,371042,63.8,11988923,11.988923,0.365,32.3114984287493,落選,民主党
2005,saitama,12,新人,"SUZUKI, CHIKAKO",JCP,2,0,落選,7.5,50,3,3,17270,371042,63.8,1021635,1.021635,0.075,2.7534214455506385,落選,共産党
2005,saitama,13,現職,"TSUCHIYA, SHINAKO",LDP,1,4,当選,54.1,53,3,1,124494,361814,65.2,12121501,12.121501,0.541,33.5020231389609,当選,自民党
2005,saitama,13,現職,"TAKEYAMA, YURIKO",DPJ,3,4,落選,37.2,58,3,2,85619,361814,65.2,7622354,7.622354,0.37200000000000005,21.06705102621789,落選,民主党
2005,saitama,13,新人,"AKAGISHI, MASAHARU",JCP,2,0,落選,8.7,44,3,3,19928,361814,65.2,836525,0.836525,0.087,2.3120304908046676,落選,共産党
2005,saitama,14,現職,"MITSUBAYASHI, TAKASHI",LDP,1,3,当選,53.1,52,3,1,128642,396273,62.6,7435437,7.435437,0.531,18.763420672112407,当選,自民党
2005,saitama,14,現職,"NAKANO, JO",DPJ,3,1,落選,38.2,38,3,2,92584,396273,62.6,3037196,3.037196,0.382,7.664403075657439,落選,民主党
2005,saitama,14,新人,"NAEMURA, MITSUO",JCP,2,0,落選,8.7,49,3,3,20964,396273,62.6,1549675,1.549675,0.087,3.9106247460715213,落選,共産党
2005,saitama,15,新人,"TANAKA, RYOSEI",LDP,1,1,当選,49,41,4,1,106961,349970,63.6,9384411,9.384411,0.49,26.814901277252336,当選,自民党
2005,saitama,15,現職,"TAKAYAMA, SATOSHI",DPJ,3,2,復活当選,39.1,35,4,2,85276,349970,63.6,6719649,6.719649,0.391,19.20064291224962,落選,民主党
2005,saitama,15,新人,"MURANUSHI, AKIKO",JCP,2,0,落選,10.1,33,4,3,22091,349970,63.6,1980087,1.980087,0.10099999999999999,5.657876389404806,落選,共産党
2005,saitama,15,新人,"YAMAGUCHI, SETSUO",independent,99,0,落選,1.8,55,4,4,3957,349970,63.6,636421,0.636421,0.018000000000000002,1.8185015858502158,落選,無所属
2005,shiga,1,新人,UENO KENICHIRO,LDP,1,1,当選,46.1,40,3,1,94671,299163,69.5,9564651,9.564651,0.461,31.97137012264217,当選,自民党
2005,shiga,1,現職,"KAWABATA, TATSUO",DPJ,3,7,復活当選,43.6,60,3,2,89503,299163,69.5,19035149,19.035149,0.436,63.62801883922811,落選,民主党
2005,shiga,1,新人,"KAWAUCHI, TAKASHI",JCP,2,0,落選,10.3,49,3,3,21111,299163,69.5,4206229,4.206229,0.10300000000000001,14.059990707407,落選,共産党
2005,shiga,2,現職,"TAJIMA, ISSEI",DPJ,3,2,当選,38.5,43,4,1,67481,259573,68.4,7887394,7.887394,0.385,30.386033986585662,当選,民主党
2005,shiga,2,新人,"FUJII, YUJI",LDP,1,0,復活当選,30.8,55,4,2,54067,259573,68.4,14442104,14.442104,0.308,55.637928444021526,落選,自民党
2005,shiga,2,現職,"KONISHI, OSAMU",independent,99,2,落選,24.8,47,4,3,43416,259573,68.4,13472212,13.472212,0.248,51.90143813108451,落選,無所属
2005,shiga,2,新人,"MARUOKA, KAZUYO",JCP,2,0,落選,5.9,54,4,4,10413,259573,68.4,1227008,1.227008,0.059000000000000004,4.7270247675990955,落選,共産党
2005,shiga,3,現職,"MIKAZUKI, DAIZO",DPJ,3,2,当選,46.8,34,3,1,74272,229596,70,8010912,8.010912,0.46799999999999997,34.89133957037579,当選,民主党
2005,shiga,3,現職,"UNO, OSAMU",LDP,1,2,復活当選,46.7,58,3,2,74006,229596,70,16459133,16.459133,0.467,71.68736824683357,落選,自民党
2005,shiga,3,新人,"INAMORI, YOSHITOSHI",JCP,2,0,落選,6.5,59,3,3,10325,229596,70,1448740,1.44874,0.065,6.30995313507204,落選,共産党
2005,shiga,4,現職,"IWANAGA, MINEICHI",LDP,1,4,当選,50.2,64,3,1,98748,284689,70.2,13903169,13.903169,0.502,48.83634070863293,当選,自民党
