year,ku,kun,status,name,party,party_code,previous,wl,voteshare,age,nocand,rank,vote,eligible,turnout,exp,party
2005,tokyo,13,1,"JOJIMA, KORIKI",,3,3,0,33.4,58,3,2,80378,403088,61.6,2987580,DPJ
2005,tokyo,13,0,"TAMURA, TOMOKO",,2,0,0,12.8,40,3,3,30806,403088,61.6,5046935,JCP
2005,tokyo,14,1,"MATSUSHIMA, MIDORI",,1,3,1,55.4,49,4,1,118771,342915,64.8,11033577,LDP
2005,tokyo,14,1,"INOUE, KAZUO",,3,2,0,32.2,53,4,2,69108,342915,64.8,4614134,DPJ
2005,tokyo,14,0,"ITO, FUMIO",,2,0,0,10.3,61,4,3,22131,342915,64.8,4654214,JCP
2005,tokyo,14,0,"MAEDA, SHINJI",,99,0,0,2.1,29,4,4,4478,342915,64.8,462263,independent
2005,tokyo,15,1,"KIMURA, BEN",,1,3,1,54.4,66,3,1,123021,348023,66.5,17710048,LDP
2005,tokyo,15,2,"AZUMA, SHOZO",,3,3,0,35.2,54,3,2,79621,348023,66.5,4442078,DPJ
2005,tokyo,15,0,"YOSHIDA, TOSHIO",,2,0,0,10.5,57,3,3,23659,348023,66.5,6726710,JCP
2005,tokyo,16,1,"SHIMAMURA, YOSHINOBU",,1,9,1,57.0,71,3,1,145439,439858,60.4,10045060,LDP
2005,tokyo,16,1,"NAKATSUGAWA, HIROSATO",,3,2,0,33.1,56,3,2,84564,439858,60.4,8686129,DPJ
2005,tokyo,16,0,"ABE, YASUNORI",,2,0,0,9.9,49,3,3,25328,439858,60.4,4231297,JCP
2005,tokyo,17,1,"HIRASAWA, KATSUEI",,1,4,1,63.0,60,3,1,161324,430522,63.7,18161171,LDP
2005,tokyo,17,2,"NISHIKOORI, ATSUSHI",,3,0,0,26.3,60,3,2,67300,430522,63.7,7180339,DPJ
2005,tokyo,17,0,"KOJIMA, SACHIKO",,2,0,0,10.8,61,3,3,27597,430522,63.7,4460503,JCP
2005,tokyo,18,1,"KAN, NAOTO",,3,9,1,47.4,58,3,1,126716,398228,68.0,9545039,DPJ
2005,tokyo,18,0,"TSUCHIYA, MASATADA",,1,1,2,44.5,63,3,2,118879,398228,68.0,6977258,LDP
2005,tokyo,18,0,"MIYAMOTO, TORU",,2,0,0,8.1,33,3,3,21542,398228,68.0,1457590,JCP
2005,tokyo,19,0,"MATSUMOTO, YOHEI",,1,1,1,46.3,32,3,1,138596,449209,67.9,6076528,LDP
2005,tokyo,19,1,"SUEMATSU, YOSHINORI",,3,4,2,44.5,48,3,2,133180,449209,67.9,4263401,DPJ
2005,tokyo,19,0,"SHIMIZU, AKIO",,2,0,0,9.3,54,3,3,27811,449209,67.9,1347174,JCP
2005,tokyo,20,0,"KIHARA, SEIJI",,1,1,1,44.5,35,3,1,112634,388041,67.0,11218578,LDP
2005,tokyo,20,1,"KATO, KOICHIB",,3,3,2,42.7,41,3,2,107916,388041,67.0,5457690,DPJ
2005,tokyo,20,0,"IKEDA, MARIKO",,2,0,0,12.8,50,3,3,32299,388041,67.0,4077580,JCP
2005,tokyo,21,0,"OGAWA, YUICHI",,1,1,1,46.1,59,4,1,109310,366405,66.1,5217508,LDP
2005,tokyo,21,1,"NAGASHIMA, AKIHISA",,3,2,2,41.6,43,4,2,98749,366405,66.1,11026161,DPJ
2005,tokyo,21,0,"TAGAWA, YUTAKA",,2,0,0,10.7,36,4,3,25484,366405,66.1,6664552,JCP
2005,tokyo,21,0,"SOGO, YUTAKA",,99,0,0,1.6,62,4,4,3739,366405,66.1,2335250,independent
2005,tokyo,22,1,"ITO, TATSUYA",,1,5,1,52.1,44,4,1,150404,442182,66.3,12070687,LDP
2005,tokyo,22,1,"YAMAHANA, IKUO",,3,2,0,37.2,38,4,2,107417,442182,66.3,7571301,DPJ
2005,tokyo,22,0,"WAKABAYASHI, YOSHIHARU",,2,0,0,9.8,55,4,3,28356,442182,66.3,5861115,JCP
2005,tokyo,22,0,"YAMASHITA, BANBA",,99,0,0,0.9,25,4,4,2483,442182,66.3,228176,independent
2005,tokyo,23,1,"ITO, KOSUKE",,1,9,1,54.7,63,3,1,162351,445766,68.0,20874601,LDP
2005,tokyo,23,1,"ISHIGE, EIKO",,3,3,0,36.1,67,3,2,107136,445766,68.0,4867368,DPJ
2005,tokyo,23,0,"MUROYA, TOMOHIDE",,2,0,0,9.2,56,3,3,27232,445766,68.0,3219264,JCP
2005,tokyo,24,1,"HAGIUDA, KOICHI",,1,2,1,53.2,42,3,1,150552,434174,66.8,13468937,LDP
2005,tokyo,24,1,"AKUTSU, YUKIHIKO",,3,2,0,37.6,49,3,2,106459,434174,66.8,9378973,DPJ
2005,tokyo,24,0,"HASEGAWA, AKIRA",,2,0,0,9.3,33,3,3,26233,434174,66.8,6497347,JCP
2005,tokyo,25,1,"INOUE, SHINJI",,1,2,1,57.0,35,3,1,113800,316984,64.4,11815578,LDP
2005,tokyo,25,1,"SHIMADA, HISASHI",,3,1,0,33.0,70,3,2,66008,316984,64.4,8757729,DPJ
2005,tokyo,25,0,"SUZUKI, TAKUYA",,2,0,0,10.0,35,3,3,19954,316984,64.4,3183316,JCP
2005,tottori,1,1,"ISHIBA, SHIGERU",,1,7,1,59.2,48,4,1,106805,261387,70.9,9191389,LDP
2005,tottori,1,0,"HAYAKAWA, SHUSAKU",,3,0,0,26.7,28,4,2,48092,261387,70.9,8647420,DPJ
2005,tottori,1,0,"TANAKA, KIYOICHI",,9,0,0,7.9,52,4,3,14271,261387,70.9,4345762,SDP
2005,tottori,1,0,"TSUKADA, NARUYUKI",,2,0,0,6.2,41,4,4,11105,261387,70.9,898891,JCP
2005,tottori,2,0,"AKAZAWA, RYOSEI",,1,0,1,37.4,44,4,1,64132,231663,75.1,13419101,LDP
2005,tottori,2,1,"KAWAKAMI, YOSHIHIRO",,99,1,0,34.4,54,4,2,58909,231663,75.1,6903900,independent
2005,tottori,2,1,"YAMAUCHI, OSAMU",,3,2,0,24.2,50,4,3,41533,231663,75.1,10934629,DPJ
2005,tottori,2,0,"SUMI, SETSUO",,2,0,0,3.9,60,4,4,6711,231663,75.1,832096,JCP
2005,toyama,1,1,"NAGASE, JINEN",,1,6,1,52.3,61,3,1,88840,262528,65.8,21679908,LDP
2005,toyama,1,1,"MURAI, MUNEAKI",,3,2,2,41.8,32,3,2,71072,262528,65.8,9758624,DPJ
2005,toyama,1,0,"YAMADA, TETSUO",,2,0,0,5.8,57,3,3,9919,262528,65.8,2234279,JCP
2005,toyama,2,1,"MIYAKOSHI, MITSUHIRO",,1,4,1,57.5,54,4,1,101830,258196,70.0,20630582,LDP
2005,toyama,2,0,"NISHIO, MASAEI",,3,0,0,30.9,44,4,2,54701,258196,70.0,8445030,DPJ
2005,toyama,2,0,"AKIHARA, NOBUYUKI",,9,0,0,7.5,64,4,3,13272,258196,70.0,4505766,SDP
2005,toyama,2,0,"HIRASAKI, ISAO",,2,0,0,4.1,49,4,4,7320,258196,70.0,1389012,JCP
2005,toyama,3,1,"WATANUKI, TAMISUKE",,29,13,1,41.3,78,5,1,120083,390928,75.5,16821310,kokumin
2005,toyama,3,1,"HAGIYAMA, KYOGON",,1,6,2,34.6,73,5,2,100586,390928,75.5,14373095,LDP
2005,toyama,3,0,"MUKAI, EIJI",,3,0,0,16.4,59,5,3,47735,390928,75.5,14857140,DPJ
2005,toyama,3,0,"KUBOTA, MASATO",,9,0,0,5.2,58,5,4,15163,390928,75.5,6515568,SDP
2005,toyama,3,0,"SAKAMOTO, HIROSHIB",,2,0,0,2.5,35,5,5,7244,390928,75.5,1628762,JCP
2005,wakayama,1,1,"TANIMOTO, TATSUYA",,1,3,1,51.0,38,3,1,100868,314432,64.5,16007343,LDP
2005,wakayama,1,0,"KISHIMOTO, SHUHEI",,3,0,0,39.7,49,3,2,78621,314432,64.5,19412954,DPJ
2005,wakayama,1,0,"SHIMOKADO, TSUTOMU",,2,0,0,9.3,52,3,3,18418,314432,64.5,1923230,JCP
2005,wakayama,2,1,"ISHIDA, MASATOSHI",,1,3,1,54.1,53,3,1,88915,236185,71.3,12514109,LDP
2005,wakayama,2,1,"KISHIMOTO, TAKESHI",,3,1,0,38.0,35,3,2,62499,236185,71.3,15475998,DPJ
2005,wakayama,2,0,"SHIMOMURA, MASAHIRO",,2,0,0,7.9,50,3,3,13027,236185,71.3,891541,JCP
2005,wakayama,3,1,"NIKAI, TOSHIHIRO",,1,8,1,66.4,66,3,1,145735,312730,72.5,7669949,LDP
2005,wakayama,3,0,"MANABE, TERUSHIGE",,3,0,0,24.4,34,3,2,53532,312730,72.5,3488775,DPJ
2005,wakayama,3,0,"UEDA, MINORUB",,2,0,0,9.2,58,3,3,20140,312730,72.5,2115403,JCP
2005,yamagata,1,1,"ENDO, TOSHIAKI",,1,3,1,56.4,55,3,1,125774,305878,73.8,10866660,LDP
2005,yamagata,1,1,"KANO, MICHIHIKO",,3,10,0,38.9,63,3,2,86755,305878,73.8,12735561,DPJ
2005,yamagata,1,0,"ISHIKAWA, SHO",,2,0,0,4.7,31,3,3,10536,305878,73.8,2332658,JCP
2005,yamagata,2,1,"ENDO, TAKEHIKO",,1,5,1,54.8,66,2,1,142342,351420,75.4,13977791,LDP
2005,yamagata,2,1,"KONDO, YOSUKE",,3,2,2,45.2,40,2,2,117211,351420,75.4,17570225,DPJ
2005,yamagata,3,1,"KATO, KOICHIA",,1,12,1,69.6,66,3,1,159486,327511,72.2,8531367,LDP
2005,yamagata,3,0,"ITO, ONOICHI",,9,0,0,21.4,58,3,2,49057,327511,72.2,7605932,SDP
2005,yamagata,3,0,"SATO, MASAYUKIA",,2,0,0,9.0,32,3,3,20657,327511,72.2,1958548,JCP
2005,yamaguchi,1,1,"KOMURA, MASAHIKO",,1,9,1,63.8,63,3,1,148912,358225,67.1,15325681,LDP
2005,yamaguchi,1,0,"KITAZUMI, YOSHIYUKI",,3,0,0,27.6,42,3,2,64309,358225,67.1,5800151,DPJ
2005,yamaguchi,1,0,"MIMURA, MACHIYO",,2,0,0,8.6,59,3,3,20059,358225,67.1,1045905,JCP
2005,yamaguchi,2,0,"FUKUDA, YOSHIHIKO",,1,0,1,47.1,35,3,1,104322,311203,72.5,7427218,LDP
2005,yamaguchi,2,1,"HIRAOKA, HIDEO",,3,3,2,46.8,51,3,2,103734,311203,72.5,11290025,DPJ
2005,yamaguchi,2,0,"YAMANAKA, RYOJI",,2,0,0,6.1,46,3,3,13499,311203,72.5,1078060,JCP
2005,yamaguchi,3,1,"KAWAMURA, TAKEO",,1,6,1,62.2,62,3,1,118412,285401,68.0,17515532,LDP
2005,yamaguchi,3,0,"MIURA, NOBORU",,3,0,0,29.3,35,3,2,55815,285401,68.0,7081527,DPJ
2005,yamaguchi,3,0,"GOTO, HIROSHI",,2,0,0,8.5,49,3,3,16124,285401,68.0,855800,JCP
2005,yamaguchi,4,1,"ABE, SHINZO",,1,4,1,73.6,50,3,1,137701,275663,68.9,7441171,LDP
2005,yamaguchi,4,0,"KATO, TAKASHI",,3,0,0,19.7,56,3,2,36847,275663,68.9,6652767,DPJ
2005,yamaguchi,4,0,"KISAKI, DAISUKE",,2,0,0,6.7,50,3,3,12499,275663,68.9,827485,JCP
2005,yamanashi,1,1,"OZAWA, SAKIHITO",,3,5,1,47.5,51,3,1,70281,221151,68.3,16302992,DPJ
2005,yamanashi,1,0,"AKAIKE, MASAAKI",,1,0,2,44.2,44,3,2,65426,221151,68.3,10490598,LDP
2005,yamanashi,1,0,"ENDO, AKIKO",,2,0,0,8.2,53,3,3,12173,221151,68.3,1846435,JCP
2005,yamanashi,2,1,"HORIUCHI, MITSUO",,99,10,1,38.0,75,4,1,63758,237259,72.0,12903188,independent
2005,yamanashi,2,0,"NAGASAKI, KOTARO",,1,1,2,37.5,37,4,2,62821,237259,72.0,14793578,LDP
2005,yamanashi,2,0,"SAKAGUCHI, TAKEHIRO",,3,0,0,20.2,34,4,3,33827,237259,72.0,11573160,DPJ
2005,yamanashi,2,0,"WATANABE, MASAYOSHI",,2,0,0,4.3,46,4,4,7216,237259,72.0,1391170,JCP
2005,yamanashi,3,1,"HOSAKA, TAKESHI",,99,3,1,36.0,60,3,1,63659,247023,73.3,11069535,independent
2005,yamanashi,3,2,"GOTO, HITOSHI",,3,2,2,34.9,48,3,2,61716,247023,73.3,13966129,DPJ
2005,yamanashi,3,0,"ONO, JIRO",,1,1,2,29.0,52,3,3,51318,247023,73.3,9450245,LDP
2009,aichi,1,0,"SATO, YUKO",,3,1,1,54.4,46,5,1,122348,369526,62.0,3559575,DPJ
2009,aichi,1,1,"SHINODA, YOSUKE",,1,1,0,35.0,36,5,2,78691,369526,62.0,9617887,LDP
2009,aichi,1,0,"KIMURA, EMI",,2,0,0,6.4,59,5,3,14485,369526,62.0,1802968,JCP
2009,aichi,1,0,"HIRAYAMA, RYOHEI",,9,0,0,2.7,61,5,4,6082,369526,62.0,1642095,SDP
2009,aichi,1,0,"KAWADA, SEIJI",,7,1,0,1.5,42,5,5,3352,369526,62.0,1772906,kofuku
2009,aichi,2,1,"FURUKAWA, MOTOHISA",,3,4,1,66.6,43,4,1,162237,378272,65.6,9329593,DPJ
2009,aichi,2,0,"MIYAHARA, MISAKO",,1,0,0,23.9,47,4,2,58225,378272,65.6,11405740,LDP
2009,aichi,2,0,"SAITO, AIKO",,2,0,0,7.8,53,4,3,18908,378272,65.6,1689143,JCP
2009,aichi,2,0,"ISHIDA, AKIRA",,7,0,0,1.7,67,4,4,4187,378272,65.6,1618289,kofuku
2009,aichi,3,1,"KONDO, SHOICHI",,3,5,1,62.2,51,4,1,153735,381361,66.0,7901740,DPJ
2009,aichi,3,1,"MAWATARI, TATSUHARU",,1,1,0,27.8,52,4,2,68636,381361,66.0,11467040,LDP
2009,aichi,3,0,"MOTOMURA, NOBUKO",,2,0,0,8.7,36,4,3,21611,381361,66.0,1178780,JCP
2009,aichi,3,0,"HATTORI, TERUSHIGE",,7,0,0,1.3,32,4,4,3277,381361,66.0,1073723,kofuku
2009,aichi,4,1,"MAKI, YOSHIO",,3,4,1,57.3,51,4,1,129382,373755,61.7,6515760,DPJ
2009,aichi,4,1,"FUJINO, MAKIKO",,1,1,0,28.5,59,4,2,64367,373755,61.7,10593143,LDP
2009,aichi,4,2,"SEKO, YUKIKO",,2,2,0,12.8,62,4,3,28826,373755,61.7,1782806,JCP
2009,aichi,4,0,"IMAIDA, TOSHIKAZU",,7,0,0,1.4,54,4,4,3086,373755,61.7,2032274,kofuku
2009,aichi,5,1,"AKAMATSU, HIROTAKA",,3,6,1,62.0,61,3,1,158235,411827,63.6,9843722,DPJ
2009,aichi,5,0,"TERANISHI, MUTSUMI",,1,0,0,34.9,45,3,2,88964,411827,63.6,8486591,LDP
2009,aichi,5,0,"YOSHIDA, TOMOKO",,7,0,0,3.2,64,3,3,8042,411827,63.6,1194608,kofuku
2009,aichi,6,0,"ISHIDA, YOSHIHIRO",,3,1,1,58.9,63,5,1,167697,416933,69.9,5461609,DPJ
2009,aichi,6,1,"NIWA, HIDEKI",,1,1,0,35.9,36,5,2,102252,416933,69.9,13790580,LDP
2009,aichi,6,0,"HASEGAWA, KOJI",,99,0,0,2.4,46,5,3,6736,416933,69.9,769581,independent
2009,aichi,6,0,"FUKUHARA, MAYUMI",,7,0,0,2.1,49,5,4,5970,416933,69.9,1333526,kofuku
2009,aichi,6,0,"INAGAKI, HIROYUKI",,99,0,0,0.8,36,5,5,2243,416933,69.9,.,independent
2009,aichi,7,0,"YAMAO, SHIORI",,3,1,1,61.1,35,3,1,182028,418255,72.7,7999114,DPJ
2009,aichi,7,1,"SUZUKI, JUNJI",,1,2,0,36.5,51,3,2,108783,418255,72.7,6457030,LDP
2009,aichi,7,0,"NAGATA, KUMIKO",,7,0,0,2.4,47,3,3,7032,418255,72.7,1528824,kofuku
2009,aichi,8,1,"BANNO, YUTAKA",,3,3,1,60.2,48,3,1,172839,417869,70.2,7285988,DPJ
2009,aichi,8,1,"ITO, TADAHIKO",,1,1,0,38.1,45,3,2,109582,417869,70.2,4387444,LDP
2009,aichi,8,0,"SANCHOME, SHINYA",,7,0,0,1.7,43,3,3,4907,417869,70.2,1372507,kofuku
2009,aichi,9,1,"OKAMOTO, MITSUNORI",,3,3,1,62.4,38,3,1,180609,421977,70.3,8518989,DPJ
2009,aichi,9,1,"KAIFU, TOSHIKI",,1,16,0,34.7,78,3,2,100549,421977,70.3,25354069,LDP
2009,aichi,9,0,"ITAYA, KIMIKO",,7,0,0,2.8,55,3,3,8200,421977,70.3,1639102,kofuku
2009,aichi,10,0,"SUGIMOTO, KAZUMI",,3,1,1,60.7,48,3,1,172401,417772,69.6,4343754,DPJ
2009,aichi,10,1,"ESAKI, TETSUMA",,1,4,0,36.5,65,3,2,103704,417772,69.6,21586012,LDP
2009,aichi,10,0,"NAKAMURA, AKINORI",,7,0,0,2.8,36,3,3,7861,417772,69.6,1735752,kofuku
2009,aichi,11,1,"FURUMOTO, SHINICHIRO",,3,2,1,64.0,44,3,1,177350,362700,78.1,12562948,DPJ
2009,aichi,11,1,"DOI, MASAKI",,1,1,0,33.0,49,3,2,91334,362700,78.1,12682123,LDP
2009,aichi,11,0,"NAKANE, HIROMI",,7,0,0,3.0,35,3,3,8326,362700,78.1,1086021,kofuku
2009,aichi,12,2,"NAKANE, YASUHIRO",,3,2,1,55.9,47,4,1,180972,448205,74.1,7259042,DPJ
2009,aichi,12,1,"SUGIURA, SEIKEN",,1,6,0,37.7,75,4,2,122198,448205,74.1,16844168,LDP
2009,aichi,12,0,"HATTA, HIROKO",,2,0,0,6.3,63,4,3,20551,448205,74.1,1889204,JCP
2009,aichi,13,0,"ONISHI, KENSUKE",,3,1,1,53.2,38,3,1,154779,386936,75.7,9316508,DPJ
2009,aichi,13,1,"OMURA, HIDEAKI",,1,5,2,44.3,49,3,2,128995,386936,75.7,8595748,LDP
2009,aichi,13,0,"MUROTA, TAKASHI",,7,0,0,1.4,36,3,3,3950,386936,75.7,7096474,kofuku
2009,aichi,13,0,"GOKAN, YOSHIKI",,7,0,0,1.1,46,4,4,3171,386936,75.7,1383039,kofuku
2009,aichi,14,1,"SUZUKI, KATSUMASA",,3,3,1,60.7,65,3,1,117085,265069,74.4,5442373,DPJ
2009,aichi,14,1,"SUGITA, MOTOSHI",,1,1,0,36.6,58,3,2,70564,265069,74.4,4902308,LDP
2009,aichi,14,0,"SUZUKI, HIEDFUMI",,7,0,0,2.7,36,3,3,5304,265069,74.4,1466305,kofuku
2009,aichi,15,0,"MORIMOTO, KAZUYOSHI",,3,1,1,52.9,43,4,1,127059,344911,70.7,8466224,DPJ
2009,aichi,15,1,"YAMAMOTO, AKIHIKO",,1,3,0,39.5,62,4,2,94803,344911,70.7,16845016,LDP
2009,aichi,15,0,"SAITO, HIROMU",,2,0,0,6.1,38,4,3,14595,344911,70.7,1684607,JCP
2009,aichi,15,0,"TAKAHASHI, NOBUHIRO",,7,0,0,1.6,37,4,4,3781,344911,70.7,1275191,kofuku
2009,akita,1,1,"TERADA, MANABU",,3,3,1,51.9,32,5,1,93097,267441,68.5,5211568,DPJ
2009,akita,1,1,"FUTADA, KOJI",,1,6,0,34.4,71,5,2,61752,267441,68.5,7951675,LDP
2009,akita,1,0,"SUZUKI, SATOSHI",,2,0,0,8.8,32,5,3,15830,267441,68.5,1673913,JCP
2009,akita,1,0,"FUJII, YOKO",,99,0,0,4.1,61,5,4,7353,267441,68.5,4353204,independent
2009,akita,1,0,"TSURUTA, YUKIHIRO",,7,0,0,0.8,50,5,5,1472,267441,68.5,1763288,kofuku
2009,akita,2,0,"KAWAGUCHI, HIROSHI",,99,1,1,42.7,62,5,1,93951,299193,74.6,4288884,independent
2009,akita,2,0,"KANEDA, KATSUTOSHI",,1,1,2,42.0,59,5,2,92600,299193,74.6,12133252,LDP
2009,akita,2,1,"YAMAMOTO, KIYOHIRO",,9,1,0,10.8,53,5,3,23719,299193,74.6,5434058,SDP
2009,akita,2,0,"SASAKI, SHIGEHITO",,14,0,0,3.9,39,5,4,8645,299193,74.6,3333493,your
2009,akita,2,0,"FUJIWARA, JUNICHI",,7,0,0,0.6,58,5,5,1342,299193,74.6,2443846,kofuku
2009,akita,3,0,"KYONO, KIMIKO",,3,1,1,37.4,59,4,1,101777,365760,75.7,6356130,DPJ
2009,akita,3,1,"MINORIKAWA, HIDENOBU",,1,0,0,33.3,45,4,2,90575,365760,75.7,10476683,LDP
2009,akita,3,0,"MURAOKA, TOSHIHIDE",,99,0,0,28.2,49,4,3,76787,365760,75.7,6603101,independent
2009,akita,3,0,"NISHIMOTO, ATSUSHI",,7,0,0,1.0,39,4,4,2847,365760,75.7,2973193,kofuku
2009,aomori,1,0,"YOKOYAMA, HOKUTO",,3,1,1,44.5,45,6,1,101290,346953,66.7,6495998,DPJ
2009,aomori,1,0,"TSUSHIMA, JUN",,99,0,0,30.3,42,6,2,68910,346953,66.7,10389347,independent
2009,aomori,1,0,"MASUTA, SEKIO",,99,0,0,15.5,52,6,3,35283,346953,66.7,8775280,independent
2009,aomori,1,0,"WATANABE, HIDEHIKO",,9,0,0,5.6,69,6,4,12847,346953,66.7,4054460,SDP
2009,aomori,1,0,"YOSHIMATA, YO",,2,0,0,3.5,35,6,5,7976,346953,66.7,539358,JCP
2009,aomori,1,0,"UEDA, KAZUHIRO",,7,0,0,0.7,59,6,6,1483,346953,66.7,2005090,kofuku
2009,aomori,2,1,"ETO, AKINORI",,1,3,1,54.0,53,4,1,86654,242488,67.3,5263542,LDP
2009,aomori,2,0,"NAKANOWATARI, NORIKO",,3,1,2,40.1,38,4,2,64334,242488,67.3,8595598,DPJ
2009,aomori,2,0,"KUMAGAI, HISAKO",,99,0,0,4.5,61,4,3,7164,242488,67.3,2193815,independent
2009,aomori,2,0,"MORIMITSU, KIYOSHI",,7,0,0,1.4,59,4,4,2288,242488,67.3,1992254,kofuku
2009,aomori,3,1,"OOSHIMA, TADAMORI",,1,9,1,49.5,62,3,1,90176,262246,70.4,19046943,LDP
2009,aomori,3,0,"TANABU, MASAYO",,3,3,2,49.3,40,3,2,89809,262246,70.4,14173453,DPJ
2009,aomori,3,0,"NAKANISHI, SHUJI",,7,0,0,1.2,62,3,3,2249,262246,70.4,2309489,kofuku
2009,aomori,4,1,"KIMURA, TARO",,1,5,1,52.6,44,3,1,112563,311445,69.9,15093978,LDP
2009,aomori,4,2,"TSUSHIMA, KYOICHI",,3,3,2,45.7,55,3,2,97747,311445,69.9,6919233,DPJ
2009,aomori,4,0,"ISHITA, AKIHIRO",,7,0,0,1.7,50,3,3,3719,311445,69.9,2858986,kofuku
2009,chiba,1,1,"TAJIMA, KANAME",,3,3,1,56.7,47,4,1,142694,397382,64.3,4541118,DPJ
2009,chiba,1,0,"USUI, SHOICHI",,1,0,0,37.7,34,4,2,94820,397382,64.3,8346299,LDP
2009,chiba,1,0,"AGUI, TAKEO",,2,0,0,5.0,51,4,3,12540,397382,64.3,942519,JCP
2009,chiba,1,0,"KAI, IKKI",,7,0,0,0.7,45,4,4,1644,397382,64.3,1976944,kofuku
2009,chiba,2,0,"KURODA, YU",,3,1,1,56.9,50,4,1,153745,425033,64.7,4018376,DPJ
2009,chiba,2,1,"YAMANAKA, AKIKO",,1,2,0,33.1,63,4,2,89311,425033,64.7,7161292,LDP
2009,chiba,2,0,"OGURA, CHUHEI",,2,0,0,8.5,48,4,3,22952,425033,64.7,2280319,JCP
2009,chiba,2,0,"YASHIRO, TOMOYASU",,7,0,0,1.5,35,4,4,4174,425033,64.7,1637047,kofuku
2009,chiba,3,2,"OKAJIMA, KAZUMASA",,3,2,1,55.5,51,3,1,112035,320113,64.6,6215625,DPJ
2009,chiba,3,1,"MATSUNO, HIROKAZU",,1,4,2,42.5,46,3,2,85777,320113,64.6,6134532,LDP
2009,chiba,3,0,"FURUKAWA, YUZO",,7,0,0,2.1,27,3,3,4210,320113,64.6,1485329,kofuku
2009,chiba,4,1,"NODA, YOSHIHIKO",,3,5,1,53.6,52,5,1,162153,487837,63.1,10955827,DPJ
2009,chiba,4,1,"FUJITA, MIKIO",,1,1,0,28.3,40,5,2,85425,487837,63.1,5072550,LDP
2009,chiba,4,0,"NOYASHIKI, ITOKO",,14,0,0,9.4,58,5,3,28280,487837,63.1,2298859,your
2009,chiba,4,0,"SAITO, KAZUKO",,2,0,0,7.6,34,5,4,23050,487837,63.1,1660916,JCP
2009,chiba,4,0,"YAMANAKA, KOICHIRO",,7,0,0,1.1,41,5,5,3403,487837,63.1,1481187,kofuku
2009,chiba,5,2,"MURAKOSHI, HIROTAMI",,3,2,1,49.8,35,4,1,127588,413805,63.4,3950861,DPJ
2009,chiba,5,1,"SONOURA, KENTARO",,1,1,0,32.5,37,4,2,83422,413805,63.4,16278198,LDP
2009,chiba,5,2,"TAKANA, KOO",,14,3,0,16.5,52,4,3,42379,413805,63.4,4423830,your
2009,chiba,5,0,"SATAKA, YOSHIYUKI",,7,0,0,1.2,40,4,4,3045,413805,63.4,1408588,kofuku
2009,chiba,6,2,"UBUKATA, YUKIO",,3,4,1,49.4,61,6,1,108270,348266,64.6,4213811,DPJ
2009,chiba,6,1,"WATANABE, HIROMICHI",,1,4,0,33.0,59,6,2,72401,348266,64.6,7007599,LDP
2009,chiba,6,0,"KOHIRA, YUKI",,14,0,0,6.9,47,6,3,15063,348266,64.6,1431856,your
2009,chiba,6,0,"YAMAZAKI, HARUYUKI",,2,0,0,5.7,57,6,4,12427,348266,64.6,1967147,JCP
2009,chiba,6,2,"MATSUMOTO, KAZUMI",,99,1,0,4.2,44,6,5,9204,348266,64.6,3778177,independent
2009,chiba,6,0,"MISHIMA, KAYOKO",,7,0,0,0.8,50,6,6,1857,348266,64.6,1457486,kofuku
2009,chiba,7,1,"UCHIYAMA, AKIRA",,3,3,1,49.1,55,4,1,125647,396926,66.0,10417037,DPJ
2009,chiba,7,0,"SAITO, KEN",,1,1,2,40.7,50,4,2,104262,396926,66.0,9121374,LDP
2009,chiba,7,0,"UEDA, KEIKO",,9,0,0,9.0,42,4,3,23086,396926,66.0,4531555,SDP
2009,chiba,7,0,"MAKINO, MASAHIKO",,7,0,0,1.2,54,4,4,3140,396926,66.0,1503675,kofuku
2009,chiba,8,2,"MATSUZAKI, KIMIAKI",,3,4,1,53.6,65,4,1,138923,391010,67.7,7038028,DPJ
2009,chiba,8,1,"SAKURADA, YOSHITAKA",,1,4,0,37.4,59,4,2,97007,391010,67.7,9689793,LDP
2009,chiba,8,0,"KATO, HIDEO",,2,0,0,7.5,56,4,3,19378,391010,67.7,933014,JCP
2009,chiba,8,0,"MORI, YASUKO",,7,0,0,1.6,59,4,4,4052,391010,67.7,1551198,kofuku
2009,chiba,9,0,"OKUNO, SOICHIRO",,3,1,1,54.5,45,4,1,136932,399436,64.3,5826680,DPJ
2009,chiba,9,1,"MIZUNO, KENICHI",,1,4,0,40.5,43,4,2,101734,399436,64.3,7147376,LDP
2009,chiba,9,0,"HATANO, TATSUO",,99,0,0,3.0,69,4,3,7651,399436,64.3,3931743,independent
2009,chiba,9,0,"ITO, JUNKO",,7,0,0,1.9,55,4,4,4707,399436,64.3,1700647,kofuku
2009,chiba,10,0,"YATAGAWA, HAJIME",,3,0,1,51.7,46,3,1,118564,365443,64.0,3304664,DPJ
2009,chiba,10,1,"HAYASHI, MOTOO",,1,6,2,47.0,62,3,2,107745,365443,64.0,15664073,LDP
2009,chiba,10,0,"KANAI, TAKAO",,7,0,0,1.4,38,3,3,3158,365443,64.0,1435972,kofuku
2009,chiba,11,1,"MORI, EISUKE",,1,7,1,49.7,60,3,1,116937,375812,64.3,8104370,LDP
2009,chiba,11,0,"KANEKO, KENICHI",,3,1,2,47.9,51,3,2,112707,375812,64.3,5231834,DPJ
